3


-1.800000e+02	-1.742857e+02	-1.685714e+02	-1.628571e+02	-1.571429e+02	-1.514286e+02	-1.457143e+02	-1.400000e+02	-1.342857e+02	-1.285714e+02	-1.228571e+02	-1.171429e+02	-1.114286e+02	-1.057143e+02	-1.000000e+02	-9.428571e+01	-8.857143e+01	-8.285714e+01	-7.714286e+01	-7.142857e+01	-6.571429e+01	-6.000000e+01	-5.428571e+01	-4.857143e+01	-4.285714e+01	-3.714286e+01	-3.142857e+01	-2.571429e+01	-2.000000e+01	-1.428571e+01	-8.571429e+00	-2.857143e+00	2.857143e+00	8.571429e+00	1.428571e+01	2.000000e+01	2.571429e+01	3.142857e+01	3.714286e+01	4.285714e+01	4.857143e+01	5.428571e+01	6.000000e+01	6.571429e+01	7.142857e+01	7.714286e+01	8.285714e+01	8.857143e+01	9.428571e+01	1.000000e+02	1.057143e+02	1.114286e+02	1.171429e+02	1.228571e+02	1.285714e+02	1.342857e+02	1.400000e+02	1.457143e+02	1.514286e+02	1.571429e+02	1.628571e+02	1.685714e+02	1.742857e+02	1.800000e+02	
-9.000000e+01	-8.617021e+01	-8.234043e+01	-7.851064e+01	-7.468085e+01	-7.085106e+01	-6.702128e+01	-6.319149e+01	-5.936170e+01	-5.553191e+01	-5.170213e+01	-4.787234e+01	-4.404255e+01	-4.021277e+01	-3.638298e+01	-3.255319e+01	-2.872340e+01	-2.489362e+01	-2.106383e+01	-1.723404e+01	-1.340426e+01	-9.574468e+00	-5.744681e+00	-1.914894e+00	1.914894e+00	5.744681e+00	9.574468e+00	1.340426e+01	1.723404e+01	2.106383e+01	2.489362e+01	2.872340e+01	3.255319e+01	3.638298e+01	4.021277e+01	4.404255e+01	4.787234e+01	5.170213e+01	5.553191e+01	5.936170e+01	6.319149e+01	6.702128e+01	7.085106e+01	7.468085e+01	7.851064e+01	8.234043e+01	8.617021e+01	9.000000e+01	
5.000000e+01	5.400000e+01	5.700000e+01	6.100000e+01	6.400000e+01	6.800000e+01	7.100000e+01	7.500000e+01	7.900000e+01	8.200000e+01	8.600000e+01	8.900000e+01	9.300000e+01	9.600000e+01	1.000000e+02	1.030000e+02	1.050000e+02	1.080000e+02	1.110000e+02	1.140000e+02	1.170000e+02	1.200000e+02	1.230000e+02	1.270000e+02	1.300000e+02	1.330000e+02	1.370000e+02	1.410000e+02	1.440000e+02	1.480000e+02	1.520000e+02	1.560000e+02	1.600000e+02	1.640000e+02	1.690000e+02	1.730000e+02	1.780000e+02	1.830000e+02	1.870000e+02	1.920000e+02	1.980000e+02	2.030000e+02	2.080000e+02	2.140000e+02	2.190000e+02	2.250000e+02	2.310000e+02	2.370000e+02	2.440000e+02	2.500000e+02	2.590000e+02	2.680000e+02	2.770000e+02	2.870000e+02	2.970000e+02	3.080000e+02	3.190000e+02	3.300000e+02	3.420000e+02	3.540000e+02	3.660000e+02	3.790000e+02	3.920000e+02	4.060000e+02	4.200000e+02	4.350000e+02	4.510000e+02	4.670000e+02	4.830000e+02	5.000000e+02	5.580000e+02	6.230000e+02	6.950000e+02	7.760000e+02	8.660000e+02	9.670000e+02	1.079000e+03	1.204000e+03	1.344000e+03	1.500000e+03	2.006000e+03	2.682000e+03	3.585000e+03	4.794000e+03	6.409000e+03	8.569000e+03	1.145800e+04	1.531900e+04	2.048300e+04	2.738600e+04	3.661600e+04	4.895700e+04	6.545800e+04	8.752000e+04	1.170170e+05	1.564570e+05	2.091890e+05	2.796930e+05	3.739610e+05	5.000000e+05	


5.280527e-05	5.251165e-05	5.310505e-05	5.391593e-05	5.511860e-05	5.692945e-05	5.927108e-05	6.246130e-05	6.609698e-05	7.087447e-05	7.610920e-05	8.147207e-05	8.586975e-05	8.947380e-05	9.225635e-05	9.460720e-05	9.586342e-05	9.671600e-05	9.743508e-05	9.800722e-05	9.792532e-05	9.873470e-05	9.903555e-05	9.903557e-05	9.905800e-05	9.911495e-05	9.904043e-05	9.898767e-05	9.857377e-05	9.799315e-05	9.710815e-05	9.570727e-05	9.367097e-05	9.094490e-05	8.738470e-05	8.277170e-05	7.708515e-05	7.042898e-05	6.300797e-05	5.545682e-05	4.839662e-05	4.224473e-05	3.733220e-05	3.367400e-05	3.097727e-05	2.924752e-05	2.824278e-05	2.830032e-05	
5.280525e-05	5.258872e-05	5.324760e-05	5.412350e-05	5.536618e-05	5.718105e-05	5.978342e-05	6.291152e-05	6.682230e-05	7.132160e-05	7.701522e-05	8.218910e-05	8.637180e-05	9.013650e-05	9.309565e-05	9.495398e-05	9.672577e-05	9.702675e-05	9.812305e-05	9.881538e-05	9.866300e-05	9.903278e-05	9.941177e-05	9.941507e-05	9.956258e-05	9.955895e-05	9.957953e-05	9.948912e-05	9.917932e-05	9.860882e-05	9.795335e-05	9.660947e-05	9.464030e-05	9.195448e-05	8.836680e-05	8.381660e-05	7.816740e-05	7.156760e-05	6.421147e-05	5.652178e-05	4.932492e-05	4.296895e-05	3.787830e-05	3.407783e-05	3.125013e-05	2.941723e-05	2.832635e-05	2.829943e-05	
5.280503e-05	5.265345e-05	5.339705e-05	5.433075e-05	5.566315e-05	5.745265e-05	6.003222e-05	6.330620e-05	6.722805e-05	7.199700e-05	7.774197e-05	8.235598e-05	8.700810e-05	9.088258e-05	9.350585e-05	9.630985e-05	9.775998e-05	9.834085e-05	9.904217e-05	9.952375e-05	9.974625e-05	1.001240e-04	9.964385e-05	9.974560e-05	9.991090e-05	9.991673e-05	9.995792e-05	9.992988e-05	9.979590e-05	9.950823e-05	9.876750e-05	9.757362e-05	9.570655e-05	9.305265e-05	8.951820e-05	8.499643e-05	7.939110e-05	7.277775e-05	6.547160e-05	5.767877e-05	5.027540e-05	4.373175e-05	3.846440e-05	3.447808e-05	3.153640e-05	2.959205e-05	2.839090e-05	2.829990e-05	
5.280543e-05	5.274637e-05	5.352888e-05	5.453523e-05	5.590375e-05	5.776455e-05	6.033145e-05	6.363905e-05	6.788220e-05	7.257520e-05	7.813607e-05	8.338708e-05	8.808282e-05	9.159885e-05	9.516212e-05	9.718278e-05	9.849135e-05	9.952560e-05	9.986743e-05	1.003753e-04	1.005507e-04	1.009755e-04	1.003325e-04	1.006152e-04	1.003465e-04	1.004357e-04	1.004301e-04	1.004549e-04	1.004082e-04	1.001368e-04	9.955705e-05	9.846395e-05	9.673542e-05	9.418040e-05	9.070647e-05	8.623335e-05	8.066925e-05	7.406295e-05	6.673438e-05	5.885898e-05	5.127005e-05	4.452907e-05	3.904090e-05	3.488260e-05	3.182298e-05	2.975888e-05	2.849570e-05	2.829970e-05	
5.280510e-05	5.283258e-05	5.365852e-05	5.472657e-05	5.608420e-05	5.814125e-05	6.067960e-05	6.412447e-05	6.842240e-05	7.347405e-05	7.919195e-05	8.484395e-05	8.976038e-05	9.233145e-05	9.625607e-05	9.825838e-05	1.000069e-04	1.005876e-04	1.012586e-04	1.015591e-04	1.020765e-04	1.013520e-04	1.016457e-04	1.022746e-04	1.012560e-04	1.013667e-04	1.010699e-04	1.010357e-04	1.010204e-04	1.008058e-04	1.002424e-04	9.922713e-05	9.760655e-05	9.518780e-05	9.183273e-05	8.742275e-05	8.191037e-05	7.532965e-05	6.798827e-05	6.002678e-05	5.227768e-05	4.533147e-05	3.962223e-05	3.526833e-05	3.209368e-05	2.992100e-05	2.857270e-05	2.830055e-05	
5.280535e-05	5.290965e-05	5.378390e-05	5.491465e-05	5.642850e-05	5.872037e-05	6.117073e-05	6.462280e-05	6.934778e-05	7.400817e-05	8.012295e-05	8.603897e-05	9.078968e-05	9.452668e-05	9.737982e-05	9.938378e-05	1.009048e-04	1.017704e-04	1.022366e-04	1.025238e-04	1.023976e-04	1.021392e-04	1.019238e-04	1.016090e-04	1.017297e-04	1.016005e-04	1.016389e-04	1.016488e-04	1.015650e-04	1.013066e-04	1.007390e-04	9.976160e-05	9.823142e-05	9.595638e-05	9.276258e-05	8.845398e-05	8.303003e-05	7.651115e-05	6.915478e-05	6.112870e-05	5.322240e-05	4.608290e-05	4.016747e-05	3.566390e-05	3.235557e-05	3.007655e-05	2.866408e-05	2.829990e-05	
