2.4545790000e+06 6.7500000000e+03 0.0000000000e+00 0.0000000000e+00 -0.0000000000e+00 8.0595973215e+00 0.0000000000e+00
2.4545790417e+06 -7.8557098408e+03 -2.3877392617e+03 -0.0000000000e+00 2.1307583508e+00 -6.2775468479e+00 0.0000000000e+00
2.4545790833e+06 4.5493042278e+03 5.2806913330e+03 0.0000000000e+00 -5.5510396341e+00 5.5148993734e+00 0.0000000000e+00
2.4545791250e+06 -4.8682717271e+03 -6.2367411043e+03 -0.0000000000e+00 5.7756595172e+00 -3.7756702656e+00 0.0000000000e+00
2.4545791667e+06 -4.4931866245e+02 7.4564062943e+03 0.0000000000e+00 -7.3136400553e+00 2.9197501283e-01 0.0000000000e+00
2.4545792083e+06 1.3572092999e+02 -7.4101851158e+03 0.0000000000e+00 7.3256780377e+00 8.6686380979e-01 0.0000000000e+00
2.4545792500e+06 -5.3168505049e+03 5.9194541726e+03 0.0000000000e+00 -5.4509243361e+00 -4.1633265961e+00 -0.0000000000e+00
2.4545792917e+06 4.9750117884e+03 -4.8207362117e+03 0.0000000000e+00 5.0986777693e+00 5.9945388342e+00 0.0000000000e+00
2.4545793333e+06 -8.0077888096e+03 1.8811583077e+03 0.0000000000e+00 -1.6755946793e+00 -6.4000467904e+00 -0.0000000000e+00
2.4545793750e+06 6.7221095377e+03 6.4296443651e+02 0.0000000000e+00 -6.9762884301e-01 8.0263094616e+00 0.0000000000e+00
2.4545794167e+06 -7.6675380283e+03 -2.8833471784e+03 -0.0000000000e+00 2.5789368359e+00 -6.1253444715e+00 0.0000000000e+00
2.4545794583e+06 4.0894346991e+03 5.7010150917e+03 0.0000000000e+00 -5.9536016053e+00 5.0033099497e+00 0.0000000000e+00
2.4545795000e+06 -4.3947027444e+03 -6.5219997306e+03 -0.0000000000e+00 6.0761985955e+00 -3.3616190165e+00 0.0000000000e+00
2.4545795417e+06 -1.0316312664e+03 7.4571426828e+03 0.0000000000e+00 -7.2577848590e+00 -2.7136116822e-01 -0.0000000000e+00
2.4545795833e+06 7.1989843654e+02 -7.3176843742e+03 0.0000000000e+00 7.2917062818e+00 1.4500334319e+00 0.0000000000e+00
2.4545796250e+06 -5.7385937820e+03 5.5722789554e+03 0.0000000000e+00 -5.1041737124e+00 -4.5238264188e+00 -0.0000000000e+00
2.4545796667e+06 5.3626715224e+03 -4.3239327459e+03 0.0000000000e+00 4.5989665031e+00 6.4364673309e+00 0.0000000000e+00
2.4545797083e+06 -8.1232795078e+03 1.3659801633e+03 0.0000000000e+00 -1.2150067607e+00 -6.4927726217e+00 -0.0000000000e+00
2.4545797500e+06 6.6387370945e+03 1.2806242647e+03 0.0000000000e+00 -1.3877886680e+00 7.9269664288e+00 0.0000000000e+00
2.4545797917e+06 -7.4438950789e+03 -3.3656130179e+03 -0.0000000000e+00 3.0185281775e+00 -5.9435394673e+00 0.0000000000e+00
2.4545798333e+06 3.5994528608e+03 6.0793862530e+03 0.0000000000e+00 -6.3047063901e+00 4.4655499556e+00 0.0000000000e+00
2.4545798750e+06 -3.8981662340e+03 -6.7731572305e+03 -0.0000000000e+00 6.3502821865e+00 -2.9220976042e+00 0.0000000000e+00
2.4545799167e+06 -1.6078088232e+03 7.4134352619e+03 0.0000000000e+00 -7.1604425446e+00 -8.2024967782e-01 -0.0000000000e+00
2.4545799583e+06 1.2994570732e+03 -7.1783862008e+03 0.0000000000e+00 7.2097291567e+00 2.0378215524e+00 0.0000000000e+00
2.4545800000e+06 -6.1318272067e+03 5.1974105627e+03 0.0000000000e+00 -4.7375063953e+00 -4.8565484865e+00 -0.0000000000e+00
