NaN	-9.000000e+01	-8.617021e+01	-8.234043e+01	-7.851064e+01	-7.468085e+01	-7.085106e+01	-6.702128e+01	-6.319149e+01	-5.936170e+01	-5.553191e+01	-5.170213e+01	-4.787234e+01	-4.404255e+01	-4.021277e+01	-3.638298e+01	-3.255319e+01	-2.872340e+01	-2.489362e+01	-2.106383e+01	-1.723404e+01	-1.340426e+01	-9.574468e+00	-5.744681e+00	-1.914894e+00	1.914894e+00	5.744681e+00	9.574468e+00	1.340426e+01	1.723404e+01	2.106383e+01	2.489362e+01	2.872340e+01	3.255319e+01	3.638298e+01	4.021277e+01	4.404255e+01	4.787234e+01	5.170213e+01	5.553191e+01	5.936170e+01	6.319149e+01	6.702128e+01	7.085106e+01	7.468085e+01	7.851064e+01	8.234043e+01	8.617021e+01	9.000000e+01	
-1.800000e+02	2.731466e-02	2.673421e-02	2.718898e-02	2.805140e-02	2.913752e-02	3.030660e-02	3.131513e-02	3.225277e-02	3.292880e-02	3.364612e-02	3.416045e-02	3.461065e-02	3.472483e-02	3.479135e-02	3.486678e-02	3.516245e-02	3.531095e-02	3.546910e-02	3.565617e-02	3.589010e-02	3.604490e-02	3.676957e-02	3.740607e-02	3.781680e-02	3.797317e-02	3.788863e-02	3.764565e-02	3.748787e-02	3.738440e-02	3.742540e-02	3.753352e-02	3.761710e-02	3.760945e-02	3.742685e-02	3.699163e-02	3.630418e-02	3.550647e-02	3.461280e-02	3.357465e-02	3.231705e-02	3.064382e-02	2.821772e-02	2.515738e-02	2.187343e-02	1.887829e-02	1.646525e-02	1.491823e-02	1.478463e-02	
-1.742857e+02	2.731462e-02	2.680880e-02	2.732493e-02	2.825295e-02	2.939799e-02	3.060658e-02	3.181384e-02	3.273186e-02	3.356985e-02	3.407650e-02	3.469965e-02	3.492115e-02	3.490507e-02	3.508987e-02	3.532285e-02	3.548917e-02	3.593075e-02	3.589555e-02	3.625183e-02	3.656428e-02	3.674522e-02	3.733703e-02	3.801197e-02	3.839198e-02	3.856933e-02	3.844207e-02	3.819567e-02	3.791097e-02	3.764848e-02	3.745980e-02	3.744098e-02	3.739365e-02	3.734697e-02	3.720983e-02	3.684855e-02	3.626240e-02	3.552043e-02	3.469337e-02	3.372805e-02	3.255770e-02	3.104947e-02	2.873490e-02	2.570345e-02	2.236812e-02	1.926889e-02	1.671975e-02	1.504567e-02	1.478419e-02	
-1.685714e+02	2.731459e-02	2.688050e-02	2.747119e-02	2.846229e-02	2.969692e-02	3.093337e-02	3.217764e-02	3.322039e-02	3.404130e-02	3.465265e-02	3.520068e-02	3.508135e-02	3.527875e-02	3.558255e-02	3.569513e-02	3.630665e-02	3.663210e-02	3.672655e-02	3.693345e-02	3.719245e-02	3.757725e-02	3.821335e-02	3.849805e-02	3.885548e-02	3.898212e-02	3.881665e-02	3.853930e-02	3.819665e-02	3.784713e-02	3.754858e-02	3.727158e-02	3.709690e-02	3.697012e-02	3.680418e-02	3.651293e-02	3.603658e-02	3.539695e-02	3.464465e-02	3.376922e-02	3.268310e-02	3.126110e-02	2.910177e-02	2.617020e-02	2.280460e-02	1.963410e-02	1.696423e-02	1.515744e-02	1.478442e-02	
-1.628571e+02	2.731477e-02	2.697508e-02	2.761163e-02	2.867700e-02	2.996278e-02	3.130011e-02	3.259811e-02	3.369764e-02	3.468902e-02	3.514775e-02	3.550082e-02	3.568765e-02	3.589840e-02	3.601165e-02	3.656645e-02	3.679845e-02	3.703995e-02	3.729888e-02	3.735907e-02	3.767397e-02	3.807183e-02	3.871648e-02	3.889137e-02	3.927830e-02	3.917478e-02	3.901580e-02	3.869507e-02	3.833105e-02	3.793627e-02	3.751370e-02	3.712607e-02	3.679350e-02	3.654940e-02	3.632278e-02	3.604065e-02	3.564573e-02	3.511973e-02	3.447898e-02	3.369437e-02	3.268533e-02	3.134352e-02	2.932922e-02	2.651972e-02	2.318500e-02	1.996473e-02	1.719046e-02	1.528359e-02	1.478435e-02	
-1.571429e+02	2.731461e-02	2.706592e-02	2.775454e-02	2.888998e-02	3.019325e-02	3.170070e-02	3.304048e-02	3.424476e-02	3.521452e-02	3.575702e-02	3.609380e-02	3.640182e-02	3.675418e-02	3.633372e-02	3.694793e-02	3.709747e-02	3.744868e-02	3.747453e-02	3.767453e-02	3.790687e-02	3.842218e-02	3.852420e-02	3.904055e-02	3.953825e-02	3.908255e-02	3.895713e-02	3.856253e-02	3.819417e-02	3.780600e-02	3.737228e-02	3.691745e-02	3.649785e-02	3.614022e-02	3.582700e-02	3.551612e-02	3.515050e-02	3.471265e-02	3.418355e-02	3.350992e-02	3.258435e-02	3.131615e-02	2.943938e-02	2.677312e-02	2.349852e-02	2.025752e-02	1.739977e-02	1.539001e-02	1.478473e-02	
-1.514286e+02	2.731477e-02	2.715048e-02	2.790141e-02	2.910472e-02	3.051755e-02	3.219910e-02	3.353050e-02	3.472993e-02	3.585708e-02	3.606832e-02	3.652263e-02	3.686578e-02	3.703642e-02	3.708995e-02	3.702865e-02	3.703710e-02	3.720605e-02	3.731075e-02	3.740348e-02	3.759973e-02	3.778770e-02	3.801990e-02	3.824227e-02	3.827580e-02	3.834598e-02	3.820187e-02	3.803490e-02	3.775832e-02	3.739407e-02	3.697915e-02	3.653615e-02	3.611707e-02	3.573635e-02	3.537992e-02	3.502840e-02	3.465672e-02	3.426590e-02	3.382505e-02	3.324700e-02	3.242002e-02	3.121770e-02	2.945095e-02	2.692917e-02	2.376768e-02	2.051937e-02	1.759095e-02	1.549890e-02	1.478442e-02	
-1.457143e+02	2.731449e-02	2.723936e-02	2.805458e-02	2.927649e-02	3.079243e-02	3.250667e-02	3.401142e-02	3.512130e-02	3.609800e-02	3.665475e-02	3.700785e-02	3.721613e-02	3.723655e-02	3.725033e-02	3.702163e-02	3.701318e-02	3.692782e-02	3.707975e-02	3.688843e-02	3.690472e-02	3.709172e-02	3.724505e-02	3.731060e-02	3.767690e-02	3.736437e-02	3.755058e-02	3.716648e-02	3.699537e-02	3.682203e-02	3.674162e-02	3.627735e-02	3.583305e-02	3.526560e-02	3.490583e-02	3.458987e-02	3.424807e-02	3.388365e-02	3.348980e-02	3.304040e-02	3.222055e-02	3.108695e-02	2.942052e-02	2.701757e-02	2.396762e-02	2.074120e-02	1.775971e-02	1.559012e-02	1.478425e-02	
-1.400000e+02	2.731445e-02	2.732686e-02	2.820048e-02	2.952854e-02	3.107863e-02	3.274483e-02	3.441946e-02	3.556769e-02	3.641940e-02	3.712317e-02	3.724403e-02	3.725373e-02	3.730370e-02	3.714647e-02	3.681373e-02	3.668485e-02	3.651138e-02	3.656335e-02	3.639538e-02	3.637362e-02	3.636025e-02	3.643433e-02	3.648503e-02	3.638655e-02	3.626140e-02	3.619807e-02	3.632985e-02	3.575010e-02	3.440180e-02	3.454515e-02	3.549930e-02	3.536015e-02	3.492620e-02	3.477260e-02	3.417195e-02	3.393928e-02	3.357117e-02	3.317188e-02	3.268868e-02	3.199797e-02	3.095515e-02	2.936302e-02	2.706840e-02	2.411442e-02	2.093710e-02	1.790587e-02	1.568166e-02	1.478486e-02	
-1.342857e+02	2.731470e-02	2.740141e-02	2.834247e-02	2.973912e-02	3.132362e-02	3.307944e-02	3.469344e-02	3.586914e-02	3.661702e-02	3.715850e-02	3.749142e-02	3.742430e-02	3.719190e-02	3.683175e-02	3.650818e-02	3.643347e-02	3.630022e-02	3.618958e-02	3.605967e-02	3.597698e-02	3.588775e-02	3.587655e-02	3.583427e-02	3.561487e-02	3.558918e-02	3.563037e-02	3.534498e-02	3.398155e-02	3.624078e-02	3.387155e-02	3.412320e-02	3.494677e-02	3.432157e-02	3.413315e-02	3.384815e-02	3.358248e-02	3.323772e-02	3.286230e-02	3.240235e-02	3.179477e-02	3.082955e-02	2.930262e-02	2.708480e-02	2.421668e-02	2.107397e-02	1.803055e-02	1.575225e-02	1.478455e-02	
-1.285714e+02	2.731483e-02	2.747768e-02	2.848408e-02	2.992450e-02	3.157515e-02	3.335334e-02	3.490461e-02	3.606382e-02	3.684240e-02	3.720645e-02	3.748660e-02	3.734715e-02	3.702763e-02	3.685425e-02	3.632768e-02	3.638958e-02	3.611985e-02	3.597365e-02	3.578415e-02	3.559795e-02	3.539105e-02	3.520043e-02	3.517347e-02	3.509220e-02	3.481998e-02	3.456637e-02	3.448582e-02	3.432415e-02	3.388787e-02	3.377970e-02	3.421640e-02	3.410195e-02	3.398147e-02	3.373157e-02	3.345190e-02	3.315295e-02	3.288117e-02	3.254750e-02	3.214317e-02	3.159798e-02	3.072688e-02	2.926880e-02	2.710373e-02	2.430675e-02	2.119405e-02	1.813838e-02	1.580276e-02	1.478445e-02	
-1.228571e+02	2.731468e-02	2.754820e-02	2.862600e-02	3.009292e-02	3.181332e-02	3.358349e-02	3.524897e-02	3.628723e-02	3.691872e-02	3.727952e-02	3.734565e-02	3.716142e-02	3.685597e-02	3.651878e-02	3.635958e-02	3.609648e-02	3.592067e-02	3.570458e-02	3.555775e-02	3.539942e-02	3.584225e-02	3.561067e-02	3.467953e-02	3.450078e-02	3.427002e-02	3.415348e-02	3.390420e-02	3.372100e-02	3.359257e-02	3.360423e-02	3.362253e-02	3.358415e-02	3.345090e-02	3.317835e-02	3.295597e-02	3.270812e-02	3.244022e-02	3.223785e-02	3.196485e-02	3.148915e-02	3.067680e-02	2.927663e-02	2.712775e-02	2.438153e-02	2.129542e-02	1.821817e-02	1.586254e-02	1.478435e-02	
-1.171429e+02	2.731461e-02	2.759847e-02	2.876280e-02	3.029265e-02	3.205240e-02	3.386596e-02	3.552422e-02	3.644835e-02	3.694583e-02	3.728135e-02	3.724308e-02	3.696708e-02	3.659667e-02	3.629565e-02	3.609052e-02	3.600498e-02	3.559395e-02	3.538227e-02	3.520725e-02	3.507077e-02	3.475290e-02	3.459168e-02	3.441233e-02	3.387095e-02	3.313647e-02	3.300260e-02	3.279608e-02	3.279953e-02	3.283537e-02	3.283840e-02	3.287685e-02	3.289728e-02	3.278370e-02	3.265738e-02	3.269958e-02	3.235330e-02	3.196478e-02	3.199582e-02	3.184407e-02	3.147847e-02	3.071868e-02	2.933077e-02	2.717110e-02	2.443403e-02	2.136755e-02	1.829953e-02	1.590090e-02	1.478453e-02	
-1.114286e+02	2.731469e-02	2.766017e-02	2.890040e-02	3.047879e-02	3.230867e-02	3.409605e-02	3.564666e-02	3.659838e-02	3.702090e-02	3.741810e-02	3.708720e-02	3.684453e-02	3.632240e-02	3.591285e-02	3.557328e-02	3.535012e-02	3.505080e-02	3.484945e-02	3.459562e-02	3.441710e-02	3.432675e-02	3.402882e-02	3.359872e-02	3.280420e-02	3.349108e-02	3.198895e-02	3.152810e-02	3.156858e-02	3.192590e-02	3.207905e-02	3.215437e-02	3.239550e-02	3.215943e-02	3.205840e-02	3.220730e-02	3.201930e-02	3.151508e-02	3.176380e-02	3.176075e-02	3.152568e-02	3.084088e-02	2.947205e-02	2.727047e-02	2.449928e-02	2.140280e-02	1.834611e-02	1.592018e-02	1.478463e-02	
-1.057143e+02	2.731461e-02	2.770960e-02	2.903133e-02	3.066189e-02	3.251521e-02	3.434756e-02	3.573873e-02	3.679386e-02	3.714250e-02	3.730110e-02	3.689085e-02	3.655448e-02	3.600805e-02	3.541670e-02	3.527640e-02	3.474435e-02	3.439143e-02	3.405010e-02	3.391247e-02	3.368818e-02	3.330980e-02	3.304227e-02	3.243650e-02	3.219085e-02	3.183598e-02	3.158980e-02	3.208892e-02	3.096575e-02	3.099755e-02	3.114175e-02	3.131910e-02	3.133363e-02	3.134457e-02	3.144758e-02	3.142695e-02	3.146260e-02	3.125875e-02	3.157980e-02	3.172008e-02	3.162263e-02	3.104665e-02	2.966747e-02	2.740820e-02	2.457068e-02	2.144147e-02	1.838123e-02	1.593015e-02	1.478451e-02	
-1.000000e+02	2.731473e-02	2.778657e-02	2.916449e-02	3.083740e-02	3.274359e-02	3.460334e-02	3.602713e-02	3.692289e-02	3.732067e-02	3.727892e-02	3.701472e-02	3.640780e-02	3.558940e-02	3.518607e-02	3.477115e-02	3.444185e-02	3.428702e-02	3.347890e-02	3.314848e-02	3.289283e-02	3.263555e-02	3.227005e-02	3.183360e-02	3.139545e-02	3.099548e-02	3.068637e-02	3.022770e-02	3.021932e-02	3.029670e-02	3.045183e-02	3.059728e-02	3.071145e-02	3.085408e-02	3.084600e-02	3.102652e-02	3.103863e-02	3.128558e-02	3.155223e-02	3.176595e-02	3.181512e-02	3.130897e-02	2.993317e-02	2.757997e-02	2.465030e-02	2.146428e-02	1.838293e-02	1.593001e-02	1.478456e-02	
-9.428571e+01	2.731465e-02	2.782555e-02	2.928067e-02	3.103188e-02	3.297068e-02	3.483488e-02	3.625737e-02	3.707652e-02	3.727490e-02	3.724045e-02	3.688375e-02	3.621160e-02	3.530260e-02	3.538397e-02	3.436975e-02	3.384540e-02	3.338828e-02	3.291787e-02	3.250912e-02	3.213855e-02	3.179373e-02	3.152742e-02	3.054928e-02	3.044290e-02	3.015332e-02	2.990550e-02	2.972780e-02	2.966185e-02	2.972082e-02	2.985345e-02	3.003595e-02	3.023273e-02	3.043645e-02	3.060592e-02	3.078017e-02	3.100370e-02	3.129643e-02	3.158255e-02	3.192403e-02	3.203838e-02	3.161543e-02	3.023705e-02	2.779740e-02	2.473852e-02	2.147523e-02	1.835607e-02	1.590423e-02	1.478442e-02	
-8.857143e+01	2.731468e-02	2.786275e-02	2.937158e-02	3.121500e-02	3.318101e-02	3.509355e-02	3.647384e-02	3.725030e-02	3.738333e-02	3.734308e-02	3.677568e-02	3.612857e-02	3.531112e-02	3.487815e-02	3.427985e-02	3.374352e-02	3.308113e-02	3.253473e-02	3.202900e-02	3.153198e-02	3.099310e-02	3.069252e-02	2.998852e-02	2.972093e-02	2.933718e-02	2.907910e-02	2.905502e-02	2.907253e-02	2.919505e-02	2.942265e-02	2.960230e-02	2.988855e-02	3.017753e-02	3.048060e-02	3.074615e-02	3.097640e-02	3.129792e-02	3.163305e-02	3.205422e-02	3.229858e-02	3.196150e-02	3.056532e-02	2.803558e-02	2.484455e-02	2.147552e-02	1.830600e-02	1.585884e-02	1.478441e-02	
-8.285714e+01	2.731454e-02	2.789966e-02	2.944851e-02	3.136293e-02	3.340237e-02	3.533605e-02	3.667355e-02	3.738371e-02	3.746881e-02	3.724342e-02	3.653773e-02	3.613530e-02	3.544672e-02	3.497622e-02	3.427932e-02	3.352408e-02	3.294985e-02	3.238130e-02	3.180775e-02	3.126927e-02	3.076827e-02	3.034875e-02	3.006605e-02	2.945672e-02	2.912573e-02	2.892100e-02	2.888345e-02	2.893502e-02	2.907375e-02	2.925787e-02	2.949325e-02	2.975145e-02	3.007217e-02	3.035913e-02	3.072090e-02	3.104345e-02	3.136688e-02	3.170067e-02	3.221787e-02	3.259385e-02	3.233152e-02	3.090865e-02	2.828123e-02	2.494635e-02	2.146002e-02	1.824020e-02	1.581137e-02	1.478419e-02	
