% This is an US standard atmosphere 1976 table with altitude, density, pressure and temperature.	1.7	8
% The altitude goes from -5 to 100 km with steps of 100 m and then with steps of 1000m.	1.7	8
26400	0.032177	2059.2	222.94	1.7	8
26500	0.031678	2028.1	223.04	1.7	8
26600	0.031186	1997.6	223.14	1.7	8
26700	0.030703	1967.5	223.24	1.7	8
26800	0.030227	1937.9	223.34	1.7	8
26900	0.029759	1908.7	223.44	1.7	8
27000	0.029298	1880	223.54	1.7	8
27100	0.028845	1851.7	223.63	1.7	8
27200	0.028399	1823.9	223.73	1.7	8
27300	0.02796	1796.5	223.83	1.7	8
27400	0.027528	1769.5	223.93	1.7	8
27500	0.027103	1742.9	224.03	1.7	8
27600	0.026684	1716.8	224.13	1.7	8
27700	0.026273	1691.1	224.23	1.7	8
27800	0.025867	1665.7	224.33	1.7	8
27900	0.025469	1640.8	224.43	1.7	8
28000	0.025076	1616.2	224.53	1.7	8
28100	0.02469	1592	224.63	1.7	8
28200	0.02431	1568.2	224.73	1.7	8
28300	0.023936	1544.7	224.82	1.7	8
28400	0.023568	1521.7	224.92	1.7	8
28500	0.023206	1498.9	225.02	1.7	8
28600	0.022849	1476.6	225.12	1.7	8
28700	0.022498	1454.5	225.22	1.7	8
28800	0.022153	1432.8	225.32	1.7	8
28900	0.021813	1411.5	225.42	1.7	8
29000	0.021478	1390.4	225.52	1.7	8
29100	0.021149	1369.7	225.62	1.7	8
29200	0.020825	1349.3	225.72	1.7	8
29300	0.020506	1329.2	225.82	1.7	8
29400	0.020192	1309.5	225.91	1.7	8
29500	0.019883	1290	226.01	1.7	8
29600	0.019579	1270.8	226.11	1.7	8
29700	0.01928	1251.9	226.21	1.7	8
29800	0.018985	1233.4	226.31	1.7	8
29900	0.018696	1215.1	226.41	1.7	8
30000	0.01841	1197	226.51	1.7	8
30100	0.018129	1179.3	226.61	1.7	8
30200	0.017853	1161.8	226.71	1.7	8
30300	0.017581	1144.6	226.81	1.7	8
30400	0.017313	1127.7	226.91	1.7	8
30500	0.017049	1111	227	1.7	8
30600	0.01679	1094.5	227.1	1.7	8
30700	0.016534	1078.3	227.2	1.7	8
30800	0.016283	1062.4	227.3	1.7	8
30900	0.016035	1046.7	227.4	1.7	8
31000	0.015792	1031.3	227.5	1.7	8
31100	0.015552	1016	227.6	1.7	8
31200	0.015316	1001.1	227.7	1.7	8
31300	0.015083	986.29	227.8	1.7	8
31400	0.014855	971.76	227.9	1.7	8
31500	0.014629	957.44	227.99	1.7	8
31600	0.014408	943.35	228.09	1.7	8
31700	0.01419	929.46	228.19	1.7	8
31800	0.013975	915.79	228.29	1.7	8
31900	0.013763	902.33	228.39	1.7	8
32000	0.013555	889.06	228.49	1.7	8
32100	0.01335	876	228.59	1.7	8
32200	0.013145	863.14	228.76	1.7	8
32300	0.012936	850.48	229.03	1.7	8
32400	0.012731	838.02	229.31	1.7	8
32500	0.01253	825.76	229.59	1.7	8
32600	0.012332	813.7	229.86	1.7	8
32700	0.012137	801.82	230.14	1.7	8
32800	0.011946	790.13	230.42	1.7	8
32900	0.011758	778.63	230.7	1.7	8
33000	0.011573	767.31	230.97	1.7	8
33100	0.011391	756.17	231.25	1.7	8
33200	0.011213	745.2	231.53	1.7	8
33300	0.011037	734.4	231.8	1.7	8
33400	0.010864	723.77	232.08	1.7	8
33500	0.010694	713.31	232.36	1.7	8
33600	0.010528	703.02	232.64	1.7	8
33700	0.010363	692.88	232.91	1.7	8
33800	0.010202	682.9	233.19	1.7	8
33900	0.010043	673.08	233.47	1.7	8
34000	0.0098874	663.41	233.74	1.7	8
34100	0.009734	653.89	234.02	1.7	8
34200	0.0095832	644.52	234.3	1.7	8
34300	0.0094348	635.3	234.57	1.7	8
34400	0.009289	626.22	234.85	1.7	8
34500	0.0091456	617.27	235.13	1.7	8
34600	0.0090045	608.47	235.41	1.7	8
34700	0.0088658	599.8	235.68	1.7	8
34800	0.0087294	591.27	235.96	1.7	8
34900	0.0085953	582.87	236.24	1.7	8
35000	0.0084634	574.59	236.51	1.7	8
35100	0.0083336	566.45	236.79	1.7	8
35200	0.008206	558.43	237.07	1.7	8
35300	0.0080805	550.53	237.34	1.7	8
35400	0.0079571	542.75	237.62	1.7	8
35500	0.0078357	535.1	237.9	1.7	8
35600	0.0077163	527.55	238.17	1.7	8
35700	0.0075989	520.13	238.45	1.7	8
35800	0.0074833	512.82	238.73	1.7	8
35900	0.0073697	505.61	239.01	1.7	8
36000	0.0072579	498.52	239.28	1.7	8
36100	0.007148	491.54	239.56	1.7	8
36200	0.0070398	484.66	239.84	1.7	8
36300	0.0069334	477.89	240.11	1.7	8
36400	0.0068288	471.22	240.39	1.7	8
36500	0.0067258	464.64	240.67	1.7	8
36600	0.0066245	458.17	240.94	1.7	8
36700	0.0065248	451.8	241.22	1.7	8
36800	0.0064268	445.52	241.5	1.7	8
36900	0.0063304	439.34	241.77	1.7	8
37000	0.0062355	433.25	242.05	1.7	8
