 0.1738000000000000E+07, 0.4902800238000000E+13, 0.0000000000000000E+00,  200,  200,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    2,    0,-0.9089901172558520E-04, 0.0000000000000000E+00, 0.7482935387460001E-08, 0.0000000000000000E+00             
    2,    1,-0.1741859193956400E-07,-0.2872220333919100E-07, 0.7896697855299999E-08, 0.7991921314630000E-08             
    2,    2, 0.3462505020950900E-04, 0.2879962749565700E-07, 0.7802260995839999E-08, 0.8861941814650000E-08             
    3,    0,-0.3246905071553780E-05, 0.0000000000000000E+00, 0.6102221051790000E-08, 0.0000000000000000E+00             
    3,    1, 0.2638444563436730E-04, 0.5525196059903700E-05, 0.5744749249830000E-08, 0.6792838191000000E-08             
    3,    2, 0.1418696866534590E-04, 0.4945567052008290E-05, 0.6166648739080000E-08, 0.6574720314150000E-08             
    3,    3, 0.1227983732257530E-04,-0.1842348270950110E-05, 0.6530811987270000E-08, 0.6070133302590000E-08             
    4,    0, 0.3284096224889150E-05, 0.0000000000000000E+00, 0.5403902542770000E-08, 0.0000000000000000E+00             
    4,    1,-0.5972252082931960E-05, 0.1726838693196700E-05, 0.4501574462830000E-08, 0.6241232152110000E-08             
    4,    2,-0.7147326868533630E-05,-0.6916356651365700E-05, 0.5515072305500000E-08, 0.5255884411210000E-08             
    4,    3,-0.1365399755896850E-05,-0.1354136759859160E-04, 0.5242388998990000E-08, 0.5248214421150000E-08             
    4,    4,-0.5996453691429020E-05, 0.4020004560054510E-05, 0.5038212200680000E-08, 0.5024810546020000E-08             
    5,    0,-0.2560797326701700E-06, 0.0000000000000000E+00, 0.4751160949800000E-08, 0.0000000000000000E+00             
    5,    1,-0.1143507964746840E-05,-0.4221540643799890E-05, 0.3743283158870000E-08, 0.5621387556020000E-08             
    5,    2, 0.4421543438968960E-05, 0.9403485864157800E-06, 0.4930096353000000E-08, 0.4425683518920000E-08             
    5,    3, 0.5493176535439800E-06, 0.8928314509520730E-05, 0.4495482538870000E-08, 0.4638865987460000E-08             
    5,    4, 0.2743300183110420E-05, 0.1724645211375600E-06, 0.4425089397350000E-08, 0.4299973918470000E-08             
    5,    5, 0.3048042426809920E-05,-0.2873206678330630E-05, 0.4149600613110000E-08, 0.4237785946840000E-08             
    6,    0, 0.3686829047708380E-05, 0.0000000000000000E+00, 0.4433005941410000E-08, 0.0000000000000000E+00             
    6,    1, 0.1646417163323860E-05,-0.2646929486751150E-05, 0.3207571672450000E-08, 0.5354653663890000E-08             
    6,    2,-0.4232620521298770E-05,-0.2048139588034210E-05, 0.4722105491260000E-08, 0.3840037063410000E-08             
    6,    3,-0.3372545760057600E-05,-0.3296051276944900E-05, 0.3939870056310000E-08, 0.4337856157370000E-08             
    6,    4, 0.1697663699282540E-06,-0.4347010662010200E-05, 0.4117477858630000E-08, 0.3818018322780000E-08             
    6,    5, 0.1434876049681260E-05,-0.1043848208959540E-04, 0.3652923319940000E-08, 0.3898078086620000E-08             
    6,    6,-0.4563251358804140E-05, 0.7367968528756710E-05, 0.3737367287510000E-08, 0.3518348929930000E-08             
    7,    0, 0.5696166750612380E-05, 0.0000000000000000E+00, 0.4068585377640000E-08, 0.0000000000000000E+00             
    7,    1, 0.7587768617704580E-05,-0.1744763377093700E-06, 0.2830059809140000E-08, 0.4902955694670000E-08             
    7,    2,-0.7645374380217000E-06, 0.2383954913535890E-05, 0.4395002750670000E-08, 0.3414173765640000E-08             
    7,    3, 0.4164928422873130E-06, 0.2291573851135440E-05, 0.3543500717410000E-08, 0.3991542587550000E-08             
    7,    4,-0.8514206777126900E-06, 0.7084686185208940E-06, 0.3781609897370000E-08, 0.3461696057620000E-08             
    7,    5, 0.1003372478246200E-06, 0.1403629208447380E-05, 0.3327122728960000E-08, 0.3582218161420000E-08             
    7,    6,-0.9618151873870701E-06, 0.1209117720523170E-05, 0.3408716491180000E-08, 0.3183536278000000E-08             
    7,    7,-0.1988506985343220E-05,-0.1751107031117970E-05, 0.3062931841130000E-08, 0.3301588234720000E-08             
    8,    0, 0.2281422313989670E-05, 0.0000000000000000E+00, 0.3897523104130000E-08, 0.0000000000000000E+00             
    8,    1,-0.6611832836131000E-07, 0.1004052120964940E-05, 0.2546949366550000E-08, 0.4768753799250000E-08             
    8,    2, 0.3000859053920960E-05, 0.2158283454654430E-05, 0.4284993174460000E-08, 0.3089284382880000E-08             
    8,    3,-0.1870399461587590E-05, 0.1159156434653780E-05, 0.3234040363240000E-08, 0.3895470610280000E-08             
    8,    4, 0.3635255431715610E-05,-0.5247610963327299E-06, 0.3614214565680000E-08, 0.3188033324270000E-08             
    8,    5,-0.1050773288920090E-05, 0.2877574710496120E-05, 0.3078386257570000E-08, 0.3425347610750000E-08             
    8,    6,-0.2091407170938210E-05,-0.2505425064741800E-05, 0.3245637851610000E-08, 0.2947455995960000E-08             
    8,    7,-0.1731700711436380E-05, 0.3108822255942540E-05, 0.2823659382140000E-08, 0.3100950631250000E-08             
    8,    8,-0.2317747912546280E-05, 0.2278164162127270E-05, 0.3005525951250000E-08, 0.2722994880980000E-08             
    9,    0,-0.3469761603784340E-05, 0.0000000000000000E+00, 0.3645989429460000E-08, 0.0000000000000000E+00             
    9,    1, 0.2112924479692990E-05, 0.2514062534058160E-06, 0.2332323713050000E-08, 0.4443439431550000E-08             
    9,    2, 0.1864529947217180E-05,-0.1163604153212750E-05, 0.4034283807630000E-08, 0.2838871803250000E-08             
    9,    3,-0.2067925658313570E-05, 0.1843631815137860E-05, 0.2993992700150000E-08, 0.3655065533580000E-08             
    9,    4,-0.1690433045614570E-05,-0.1793717801290290E-05, 0.3405546030390000E-08, 0.2976552428900000E-08             
    9,    5,-0.1814285144001890E-05,-0.3533225904510650E-05, 0.2887787331860000E-08, 0.3197986369980000E-08             
    9,    6,-0.2596973245525800E-05,-0.2909102941587220E-05, 0.3047764367310000E-08, 0.2772006754930000E-08             
    9,    7,-0.3467329896250760E-05, 0.3528505427876900E-06, 0.2655035524050000E-08, 0.2901913158460000E-08             
    9,    8,-0.9573725027253699E-06,-0.1951029229089320E-05, 0.2784358100660000E-08, 0.2560796000010000E-08             
    9,    9,-0.1034130757013860E-05, 0.2338291898732580E-05, 0.2462997036230000E-08, 0.2720441232750000E-08             
   10,    0,-0.8493712398568200E-06, 0.0000000000000000E+00, 0.3545321029910000E-08, 0.0000000000000000E+00             
   10,    1, 0.6154021114585900E-06,-0.8892981031000900E-06, 0.2158518431140000E-08, 0.4382812099330000E-08             
   10,    2, 0.7787219691930800E-07,-0.4693917656700700E-06, 0.3973628811560000E-08, 0.2638906052500000E-08             
   10,    3, 0.6549981302611400E-06, 0.4115565803246500E-06, 0.2798136953310000E-08, 0.3620592903730000E-08             
   10,    4,-0.3432478172157830E-05, 0.1930534474114970E-05, 0.3324780026790000E-08, 0.2800154385100000E-08             
   10,    5, 0.3106184529077700E-06, 0.1835668879926100E-06, 0.2732392692350000E-08, 0.3122207086220000E-08             
   10,    6, 0.4641790300542900E-07,-0.1982407381153820E-05, 0.2935358745760000E-08, 0.2624752321540000E-08             
   10,    7,-0.3229722989335050E-05,-0.1007843505513100E-05, 0.2517602749400000E-08, 0.2807567603450000E-08             
   10,    8,-0.3832607218719930E-05, 0.2343158530023760E-05, 0.2668579809720000E-08, 0.2425624399970000E-08             
   10,    9,-0.5181875479187380E-05,-0.4404189675260500E-06, 0.2331890676900000E-08, 0.2577086726910000E-08             
   10,   10, 0.9131305265475500E-06,-0.1604795510009740E-05, 0.2509661391440000E-08, 0.2263400635790000E-08             
   11,    0,-0.1073744524030310E-05, 0.0000000000000000E+00, 0.3331853177760000E-08, 0.0000000000000000E+00             
   11,    1,-0.1553071635624400E-06, 0.7006786626576600E-06, 0.2026823366210000E-08, 0.4164981604610000E-08             
   11,    2, 0.8862262696444400E-06,-0.1906685884697670E-05, 0.3745905300230000E-08, 0.2481109091650000E-08             
   11,    3, 0.6700724744100900E-06, 0.7571645427344700E-06, 0.2645387094220000E-08, 0.3446194998010000E-08             
   11,    4,-0.1187153910497730E-05, 0.2357093856737370E-05, 0.3163782102230000E-08, 0.2664430692310000E-08             
   11,    5,-0.1989277505626100E-06, 0.2348602709718380E-05, 0.2612907859000000E-08, 0.2960803160320000E-08             
   11,    6, 0.1023996421050260E-05,-0.1991117856303720E-05, 0.2797092132540000E-08, 0.2519408745100000E-08             
   11,    7,-0.2568656688044700E-07,-0.3061166604185280E-05, 0.2417113054410000E-08, 0.2657611572770000E-08             
   11,    8,-0.3077593927071100E-05,-0.3243916727561890E-06, 0.2539978524900000E-08, 0.2336920153630000E-08             
   11,    9,-0.2430750107063070E-05, 0.7014920633068830E-06, 0.2247667413290000E-08, 0.2438755097770000E-08             
   11,   10,-0.4252833042917250E-05, 0.3958791348093200E-06, 0.2358306336780000E-08, 0.2182881373340000E-08             
   11,   11,-0.2711930926902720E-05,-0.1801775840495530E-05, 0.2140192720890000E-08, 0.2289901729200000E-08             
   12,    0,-0.1822359168109440E-05, 0.0000000000000000E+00, 0.3280997500680000E-08, 0.0000000000000000E+00             
   12,    1,-0.6067060023435610E-06, 0.1799608585339810E-05, 0.1907427096320000E-08, 0.4129314285270000E-08             
   12,    2,-0.1616580043835600E-06, 0.1111537757611920E-05, 0.3743674233890000E-08, 0.2344048105490000E-08             
   12,    3, 0.9244081368733500E-06,-0.4407068472010330E-05, 0.2510417911560000E-08, 0.3407710762770000E-08             
   12,    4, 0.5428734364137300E-06,-0.1520103063771200E-06, 0.3155875550320000E-08, 0.2541083705410000E-08             
   12,    5,-0.1473511801959900E-06, 0.8425841843430100E-06, 0.2502225987630000E-08, 0.2904356880300000E-08             
   12,    6, 0.1499516882866680E-05, 0.7103171672090819E-06, 0.2744402053970000E-08, 0.2417874602440000E-08             
   12,    7, 0.1632394039406610E-05,-0.1552638997662660E-06, 0.2321772214950000E-08, 0.2593424307970000E-08             
   12,    8,-0.4566609148340400E-07,-0.2018343682403490E-05, 0.2459338040940000E-08, 0.2240764992010000E-08             
   12,    9,-0.2877181420936000E-06, 0.1137964934649120E-05, 0.2159099695550000E-08, 0.2366556199230000E-08             
   12,   10,-0.2517870356699370E-05,-0.1516539545934980E-05, 0.2264593229770000E-08, 0.2093812225040000E-08             
   12,   11,-0.1326007442526450E-05,-0.1083788662911900E-05, 0.2051934077090000E-08, 0.2180391637220000E-08             
   12,   12,-0.2438037642570600E-08, 0.1229024608520110E-05, 0.2124253073690000E-08, 0.2012817437630000E-08             
   13,    0, 0.1661397138329400E-06, 0.0000000000000000E+00, 0.3118469362100000E-08, 0.0000000000000000E+00             
   13,    1, 0.8471693188105900E-06,-0.3449581224884000E-06, 0.1820847699270000E-08, 0.3938261789190000E-08             
   13,    2,-0.3269274914760860E-05, 0.5785435430561400E-07, 0.3570639001010000E-08, 0.2238423342550000E-08             
   13,    3,-0.3050045498131400E-06,-0.8821872320026500E-06, 0.2409097294600000E-08, 0.3260694010210000E-08             
   13,    4, 0.4028293298612200E-06, 0.2626989823427300E-07, 0.3016116570670000E-08, 0.2450316277750000E-08             
   13,    5,-0.8871963507289000E-06, 0.7822976419902700E-06, 0.2425769064520000E-08, 0.2797195561380000E-08             
   13,    6, 0.4481183155900100E-06, 0.1425214341346000E-05, 0.2624878852170000E-08, 0.2349947629480000E-08             
   13,    7,-0.7326166414470400E-06,-0.9301474458937200E-06, 0.2262613133230000E-08, 0.2494637547530000E-08             
   13,    8, 0.1292835386832000E-06,-0.2287419610619010E-05, 0.2363407786030000E-08, 0.2186884247180000E-08             
   13,    9, 0.6795399812820200E-06, 0.5655148814876140E-06, 0.2108193154630000E-08, 0.2267603324320000E-08             
   13,   10,-0.1664859097842910E-05, 0.1946208818148300E-06, 0.2178219047100000E-08, 0.2053080410880000E-08             
