0                 3386618.3523928   -4810278.00454629  2743219.3631415   1225.93240997694  4655.3131678003   6252.23803213792
1                 3387841.81599766  -4805619.18706705  2749469.5930911   1220.99444361819  4662.3207371722   6248.22029067863
2                 3389060.34056896  -4800953.36518102  2755715.80057075  1216.05434404278  4669.32197932181  6244.19309290735
3                 3390273.92397708  -4796280.54522161  2761957.97612615  1211.11211846927  4676.31688187632  6240.15644283617
4                 3391482.56409964  -4791600.7335346  2768196.11030699  1206.16777412129  4683.30543244683  6236.11034447051
5                 3392686.25882148  -4786913.93647818  2774430.19366699  1201.22131822764  4690.28761862842  6232.05480180935
6                 3393885.00603466  -4782220.16042294  2780660.21676384  1196.27275802233  4697.26342800011  6227.98981884544
7                 3395078.8036385   -4777519.41175193  2786886.17015924  1191.32210074466  4704.23284812447  6223.91539956496
8                 3396267.64953954  -4772811.6968606  2793108.04441886  1186.36935363876  4711.19586654326  6219.83154794231
9                 3397451.54165158  -4768097.0221569  2799325.83011233  1181.41452395323  4718.15247077328  6215.73826793528
10                3398630.47789567  -4763375.39406128  2805539.51781325  1176.45761894126  4725.10264830607  6211.63556348498
11                3399804.45620011  -4758646.8190067  2811749.09809913  1171.49864586069  4732.04638660799  6207.52343851609
12                3400973.47450045  -4753911.30343866  2817954.56155141  1166.53761197418  4738.98367312017  6203.40189693722
13                3402137.53073954  -4749168.85381525  2824155.89875543  1161.57452454929  4745.91449525828  6199.27094264079
14                3403296.62286746  -4744419.47660714  2830353.10030041  1156.60939085823  4752.8388404096   6195.13057949979
15                3404450.74884159  -4739663.17829764  2836546.15677943  1151.64221817778  4759.75669593032  6190.98081136475
16                3405599.90662658  -4734899.96538271  2842735.05878942  1146.67301378937  4766.66804914535  6186.82164206394
17                3406744.09419437  -4730129.84437102  2848919.79693111  1141.7017849792   4773.57288734839  6182.65307540362
18                3407883.30952417  -4725352.82178393  2855100.36180903  1136.72853903845  4780.47119780191  6178.47511516848
19                3409017.5506025   -4720568.90415559  2861276.74403151  1131.75328326329  4787.36296773669  6174.28776512133
20                3410146.81542318  -4715778.0980329  2867448.93421058  1126.7760249545   4794.2481843461   6170.09102899656
21                3411271.10198733  -4710980.40997562  2873616.92296204  1121.79677141708  4801.12683478072  6165.88491049411
22                3412390.40830337  -4706175.84655636  2879780.70090534  1116.81552996037  4807.99890614794  6161.66941327936
23                3413504.73238705  -4701364.41436066  2885940.25866357  1111.83230789829  4814.86438551195  6157.44454098363
24                3414614.07226141  -4696546.119987   2892095.58686348  1106.84711254948  4821.72325989381  6153.21029720459
25                3415718.42595683  -4691720.97004687  2898246.67613534  1101.85995123746  4828.5755162709   6148.96668550614
26                3416817.79151101  -4686888.97116482  2904393.51711302  1096.87083129015  4835.42114156995  6144.71370941047
27                3417912.16696897  -4682050.12997847  2910536.10043386  1091.87976003939  4842.26012265965  6140.4513723899 
28                3419001.55038309  -4677204.45313863  2916674.41673863  1086.88674482114  4849.09244634999  6136.1796778666 
29                3420085.93981307  -4672351.94730932  2922808.45667155  1081.89179297572  4855.91809939231  6131.89862921328
30                3421165.33332595  -4667492.61916783  2928938.21088013  1076.89491184804  4862.73706847936  6127.60822975373
31                3422239.72899612  -4662626.4754048  2935063.67001521  1071.89610878783  4869.5493402449   6123.30848276301
32                3423309.12490533  -4657753.52272425  2941184.82473088  1066.89539114934  4876.35490125717  6118.99939146033
33                3424373.51914268  -4652873.7678437  2947301.66568441  1061.89276629081  4883.15373801075  6114.68095900014
34                3425432.90980463  -4647987.21749418  2953414.18353619  1056.8882415748   4889.94583692566  6110.35318847178
35                3426487.294995    -4643093.87842035  2959522.36894968  1051.88182436842  4896.73118434739  6106.01608290025
36                3427536.67282499  -4638193.75738056  2965626.2125913   1046.87352204367  4903.50976654699  6101.669645247  
37                3428581.04141318  -4633286.86114693  2971725.70513044  1041.8633419777   4910.28156972054  6097.31387840995
38                3429620.3988855   -4628373.19650542  2977820.83723933  1036.85129155203  4917.04657997608  6092.94878520916
39                3430654.74337529  -4623452.77025595  2983911.59959298  1031.83737815127  4923.80478331315  6088.57436836401
40                3431684.07302327  -4618525.58921247  2989997.98286905  1026.82160916328  4930.55616561968  6084.19063049057
41                3432708.38597755  -4613591.66020312  2996079.97774779  1021.80399197966  4937.30071267198  6079.79757410271
42                3433727.68039363  -4608650.99007032  3002157.57491189  1016.78453399617  4944.03841013497  6075.39520161328
43                3434741.95443441  -4603703.58567086  3008230.76504642  1011.76324261319  4950.76924356218  6070.98351533525
44                3435751.20627019  -4598749.45387606  3014299.53883871  1006.74012523617  4957.4931983961   6066.56251748299
45                3436755.43407869  -4593788.60157182  3020363.88697824  1001.71518927612  4964.21025996848  6062.13221017374
46                3437754.63604502  -4588821.0356588  3026423.80015658  996.688442150003  4970.92041350056  6057.6925954288 
47                3438748.81036174  -4583846.76305246  3032479.26906726  991.659891281231  4977.62364410318  6053.24367517461
48                3439737.95522881  -4578865.79068324  3038530.2844057   986.629544100051  4984.31993677691  6048.78545124396
49                3440722.06885365  -4573878.12549659  3044576.8368691   981.59740804395   4991.00927641154  6044.31792537631
50                3441701.14945109  -4568883.77445317  3050618.91715635  976.563490555511  4997.69164774894  6039.84109917695
51                3442675.19524343  -4563882.74452903  3056656.5159678   971.527799075023  5004.36703526663  6035.35497398722
52                3443644.20446039  -4558875.04271585  3062689.62400501  966.490341038981  5011.03542314009  6030.85955084459
53                3444608.17533913  -4553860.67602133  3068718.23197042  961.451123881238  5017.69679524242  6026.35483048496
